id,text,emotion
376,não seja uma burra como eu que muda a data de nascimento e perde a porra da conta :),Raiva
377,vim sem casaco pq tava um calor da porra ne agora ta mó frio prestes a chover amo porto alegre :),Raiva
378,Quando assumir a presidencia pretendo criar o programa minha camisa de força minha vida... e implantar a adição de haldol na agua potavel das grandes cidades :) quem sabe depois da pra implantar o programa " leia uma porra de um livro de historia ,Raiva
379,segunda vez que o instagram me manda um patrocínio do Led Zeppelin. porra,Raiva
380,pelo menos alguém tem bom senso nessa porra :),Raiva
381,passou dnvo essa porra e agora eu silenciei a conta :),Raiva
382,oi vc é vc msm vai pra puta que pariu bb te amo desgraça do caralho vai se fude puta que pariu tu é lindx de mais me come caralho fode porra fofx de mais queria te abraça ate vc ficar sem ar :),Raiva
383,porra sarah,Raiva
384,to sozinha nessa porra e semre foi assim :D,Raiva
385,MEU DEUS eu simplesmente tava esquecendo que tem uma porra de uma resenha pra entregar amanhã e a merda da parte que eu já fiz tá no pc do meu irmão só que ele viajou hj cedo e levou o pc tudo ótimo por aqui :),Raiva
386,enviaram meu corta porra :),Raiva
387,que ideia minha de sair c vestido numa ventania da porra e ainda por cima cai no meio da rua :),Raiva
388,Tou num restaurante de sabores do Norte e tipo porra vou comer grande francesinha para me sentir em casa :),Raiva
389,vai tomar no cu porraaaaaa.... foda se caralho... Bando de merda!!! Tchau :),Raiva
390,CORRENTE DA VIOLÊNCIA! Quem curtir quer te moer na porrada! — quem curtir pode marcar data,Raiva
391,Eu curto bue do Rafa mas vou dar-lhe porrada :) não é nada pessoal :),Raiva
392,porra fica pegando doce e foda ja sou grande mais fooda se vo pega nao tem jeito :D,Raiva
393,Organizando minha demanda no inicio do dia: Pronto! Tudo o que preciso fazer hoje :) '-' porra,Raiva
394,Continuo a dizer. Todo dia um culé magoado aqui na rede. :) Supera porra,Raiva
395,porra nunca vao fazer a segunda temporada de No Game No Life? poxa tô há 2 anos esperando :(,Raiva
396,não foi hoje que desci a porrada num bolsonitro :(,Raiva
397,eu SABIA que depois dessa merda de briga eu iria voltar a ser a excluída. mas suave né amigo é p isso mesmo :),Raiva
398,Sou uma valente merda de pessoa :))))))))),Raiva
399,o forno começou a deitar bue fumo..... acho q fiz merda :)),Raiva
400,Segundo turno baita Tamo na merda :),Raiva
401,ponho a vossa felicidade à frente da minha e depois admiro me de tar sempre na merda :),Raiva
402,bom dia nesse país de merda do caralho :),Raiva
403,Vou falar mesmo e não vou mais responder merda nenhuma,Raiva
404,Fascistas de merda,Raiva
405,meu eu n queria falar com ela.... se a bea fosse a merda :),Raiva
406,Sou uma merda,Raiva
407,Descobri q no proximo lab de SD tenho de levar a merda do programa preparadado :) a vida e ótima. Especialmente pq tenho dois testes nessa semana,Raiva
408,eu to com MUITO sono mas n consigo dormir não paro de pensar na merda q tá pra vir e na vontade q to de falar com eidson :),Raiva
409,o dia já está a ser uma merda e ainda nem começou :),Raiva
410,#RealityShow baseado nas #Eleições2018 U.u uma casa com 10 participantes de um lado a equipe direita e do outro a equipe esquerda :) será que ia dar merda ¯\_(ツ)_/¯ não percam a estreia no próximo turno #VotaBrasil,Raiva
411,|| A merda é quando tu tá TÃO cansado que não consegue dormir. :),Raiva
412,que merda mas vai td ficar bem :),Raiva
413,Até eu ficando quieto pra evitar dar merda eu faço merda :),Raiva
414,minha irmã fez merda e eu q levei o rage da minha mãe olha q legal :),Raiva
415,Tão bom ver que a galera curte as merdas que eu falo :),Raiva
416,Ta tudo tão na merda ,Raiva
417,Já que o país tá nessa merda,Raiva
418,meu pai falando merda como sempre "eu só votei no bozonoralo pra vc ter um futuro melhor" pai assim,Raiva
419,Eu não posso acreditar que essa empresa é tão desonesta!,Raiva
420,Estou tão irritado com essa situação injusta.,Raiva
421,Não consigo acreditar que ele disse isso! Que falta de respeito!,Raiva
422,Estou tão frustrado com o sistema político atual.,Raiva
423,Essa situação é completamente absurda e injusta!,Raiva
424,Não posso acreditar que ela tenha sido tão rude comigo na frente de todo mundo!,Raiva
425,Estou tão cansado de lidar com pessoas desonestas e manipuladoras.,Raiva
426,Essa situação é tão frustrante e estressante!,Raiva
427,Estou furioso com a injustiça que vejo ao meu redor.,Raiva
428,Não consigo suportar a hipocrisia e a falsidade das pessoas.,Raiva
429,Estou cansado de ser ignorado e desrespeitado pelas pessoas ao meu redor.,Raiva
430,Não aguento mais as mentiras e manipulações das pessoas.,Raiva
431,Estou farto da corrupção e da falta de ética na política.,Raiva
432,Não suporto mais a intolerância e o preconceito que vejo todos os dias.,Raiva
433,Estou indignado com a crueldade e a violência que as pessoas são capazes de cometer.,Raiva
434,Não aguento mais a incompetência e a falta de comprometimento das pessoas.,Raiva
435,Estou enfurecido com a falta de empatia e compaixão das pessoas ao meu redor.,Raiva
436,Não suporto mais a falta de respeito e consideração que as pessoas têm pelos outros.,Raiva
437,Estou irado com a falta de justiça e equidade no mundo.,Raiva
438,Não aguento mais a arrogância e o egocentrismo das pessoas.,Raiva
439,Estou farto da falta de responsabilidade e compromisso das pessoas.,Raiva
440,Não suporto mais a falta de educação e civilidade das pessoas ao meu redor.,Raiva
441,Estou indignado com a falta de solidariedade e empatia das pessoas em tempos difíceis.,Raiva
442,Não aguento mais a falta de transparência e honestidade nas relações pessoais e profissionais.,Raiva
443,Estou enfurecido com a desigualdade e a discriminação que ainda existem no mundo.,Raiva
444,Não suporto mais a falta de comprometimento com a preservação do meio ambiente.,Raiva
445,Estou irado com a falta de senso de coletividade e responsabilidade social das pessoas.,Raiva
446,Não aguento mais a falta de diálogo e entendimento entre as pessoas com opiniões diferentes.,Raiva
447,Estou tão irritado que sinto que vou explodir!,Raiva
448,Eu sinto como se estivesse fervendo em raiva!,Raiva
449,Eu estou tão furioso que não consigo nem falar!,Raiva
450,Essa situação me deixa tão frustrado que mal consigo aguentar!,Raiva
451,Essa situação é completamente inaceitável!,Raiva
452,Eu não mereço ser tratado assim e não vou tolerar esse comportamento!,Raiva
453,Eu estou muito bravo com você agora!,Raiva
454,Eu não consigo acreditar que isso está acontecendo!,Raiva
455,Eu não estou brincando - isso está me fazendo perder a cabeça!,Raiva
456,"Ótimo, mais um dia de trabalho das 9h às 18h, exatamente o que eu queria!",Raiva
457,Eu te odeio!,Raiva
458,Odeio Isso!,Raiva
459,não quero mais conversar,Raiva
460,não vou falar mais nada,Raiva
461,quero que se foda!,Raiva
462,para de me encher o saco,Raiva
463,cacete!,Raiva
464,vai se foder!,Raiva
465,para com isso!,Raiva
466,não vou mais te ajudar!,Raiva
467,saia daqui agora,Raiva
468,Como você pode fazer isso comigo?,Raiva
469,"Seu ordinário, não confio em você",Raiva
470,Nunca mais quero te ver,Raiva
471,Ele vai me pagar,Raiva
472,Vocês serão cobrados,Raiva
473,Assim que eu voltar terão o que merece,Raiva
474,"Não aguento mais essa situação, estou cansado de ser pisoteado!",Raiva
475,Você não tem noção do quanto está me irritando agora.,Raiva
476,"Estou furioso com essa situação, é inaceitável!",Raiva
477,"Eu não mereço isso, estou farto dessa falta de respeito.",Raiva
478,"Não vou tolerar mais esse tipo de comportamento, chega!",Raiva
479,Por que sempre tenho que lidar com pessoas tão incompetentes? Estou com raiva!,Raiva
480,"Essa é a gota d'água, estou extremamente irritado com tudo isso.",Raiva
481,"Não vou deixar que me tratem assim, estou com muita raiva!",Raiva
482,"Estou tão irritado que mal consigo falar, é inaceitável essa falta de consideração.",Raiva
483,"Já chega! Não aguento mais essa falta de respeito, estou com muita raiva!",Raiva
484,Como alguém pode ser tão egoísta? Estou furioso com isso!,Raiva
485,"Não quero nem ver a cara dessa pessoa, estou com muita raiva!",Raiva
486,"Estou explodindo de raiva, é inaceitável essa situação.",Raiva
487,"Nada me irrita mais do que pessoas irresponsáveis, estou com muita raiva!",Raiva
488,"Estou com tanta raiva que mal consigo raciocinar, é uma falta de consideração enorme!",Raiva
489,"Não aguento mais essa falta de comprometimento, estou furioso!",Raiva
490,"Eu não mereço isso, estou cansado de ser desrespeitado.",Raiva
491,"Já chega de tanta incompetência, estou com muita raiva!",Raiva
492,"Estou extremamente irritado com essa falta de respeito, é inaceitável!",Raiva
493,"Não suporto mais essa situação, estou com muita raiva!",Raiva
494,Como alguém pode ser tão insensível? Estou furioso com isso!,Raiva
495,"Estou farto dessa falta de consideração, é inaceitável essa situação.",Raiva
496,"Não consigo acreditar que alguém possa ser tão incompetente, estou com muita raiva!",Raiva
497,"Já cansei dessa falta de respeito, estou com muita raiva!",Raiva
498,"Estou explodindo de raiva, essa situação é inaceitável!",Raiva
499,"Não vou permitir que me tratem assim, estou com muita raiva!",Raiva
500,"Estou com tanto ódio que mal consigo falar, é inaceitável essa situação!",Raiva
501,O tempo está agradável lá fora.,Neutralidade
502,Eu não tenho certeza do que quero comer para o jantar.,Neutralidade
503,Acho que vou assistir a um filme hoje à noite.,Neutralidade
504,Eu não tenho certeza se quero sair ou ficar em casa hoje.,Neutralidade
505,Acho que preciso fazer compras de supermercado antes do final de semana.,Neutralidade
506,Acho que vou escolher o sanduíche de peru hoje para o almoço.,Neutralidade
507,"O tempo está bom lá fora, nem muito quente nem muito frio.",Neutralidade
508,Acho que vou pegar o ônibus das 15h para ir para casa hoje.,Neutralidade
509,"Hoje foi um dia como qualquer outro, sem grandes acontecimentos.",Neutralidade
510,"Não estou triste nem feliz, apenas existindo neste momento.",Neutralidade
511,"Às vezes, é bom ter um dia tranquilo e sem grandes emoções.",Neutralidade
512,"Não há nada de especial acontecendo, apenas a rotina do dia a dia.",Neutralidade
513,"Neste momento, não sinto nada em particular, apenas uma sensação de calma.",Neutralidade
514,"Hoje não é um dia bom nem ruim, apenas um dia normal.",Neutralidade
515,"Às vezes, é bom ter um momento de paz e tranquilidade em meio ao caos da vida.",Neutralidade
516,"Nada de muito emocionante aconteceu hoje, mas isso não significa que seja um dia ruim.",Neutralidade
517,"Neste momento, estou simplesmente presente e consciente do que está ao meu redor.",Neutralidade
518,"Hoje é um dia sem grandes surpresas, apenas mais um dia na minha jornada.",Neutralidade
519,"Às vezes, é bom ter um momento de silêncio em meio ao barulho do mundo.",Neutralidade
520,"Não estou feliz nem triste, apenas vivendo o presente.",Neutralidade
521,"Neste momento, não há nada de especial acontecendo, mas isso não significa que a vida seja chata.",Neutralidade
522,"Hoje não é um dia emocionante, mas ainda assim, é um dia precioso que não voltará.",Neutralidade
523,"Às vezes, é bom ter um dia sem grandes expectativas ou pressões.",Neutralidade
524,"Não estou sentindo nada em particular, apenas fluindo com a vida.",Neutralidade
525,"Neste momento, estou simplesmente presente, observando o mundo ao meu redor.",Neutralidade
526,"Hoje é um dia sem grandes dramas ou conflitos, apenas um dia comum.",Neutralidade
527,"Às vezes, é bom ter um momento de neutralidade em meio a tanta polarização.",Neutralidade
528,"Neste momento, estou simplesmente sendo, sem julgamentos ou expectativas.",Neutralidade
529,"Hoje é apenas um dia comum, sem nada de especial acontecendo.",Neutralidade
530,"É uma situação neutra - nem boa, nem ruim.",Neutralidade
531,"Nem tudo na vida pode ser emocionante - às vezes, é bom ter um pouco de tranquilidade.",Neutralidade
532,Não tenho sentimentos fortes em relação a isso.,Neutralidade
533,Não tenho opinião sobre isso.,Neutralidade
534,"Não estou nem feliz, nem triste - estou simplesmente aqui.",Neutralidade
535,"Estou apenas passando o tempo, sem muita emoção.",Neutralidade
536,"Estou apenas observando, sem julgamentos.",Neutralidade
537,Não há nada que me chame a atenção sobre isso.,Neutralidade
538,Como alguém pode ser tão insensível e cruel?,Neutralidade
539,vou sair do tt,Neutralidade
540,O sol está brilhando no céu.,Neutralidade
541,O relógio marca exatamente meio-dia.,Neutralidade
542,Eu acabei de fazer uma pausa para o almoço.,Neutralidade
543,O tráfego está fluindo normalmente nesta manhã.,Neutralidade
544,A temperatura está agradável lá fora.,Neutralidade
545,A reunião de hoje foi produtiva.,Neutralidade
546,Não houve nada de interessante no jornal de hoje.,Neutralidade
547,Eu acho que vou sair para dar uma volta depois do trabalho.,Neutralidade
548,As flores estão desabrochando na primavera.,Neutralidade
549,Eu tenho uma pilha de trabalho para terminar hoje.,Neutralidade
550,Eu não sei o que fazer neste fim de semana.,Neutralidade
551,O meu cachorro está dormindo tranquilamente.,Neutralidade
552,"Hoje é quarta-feira, o meio da semana.",Neutralidade
553,Eu não sinto nem alegria nem tristeza agora.,Neutralidade
554,Acho que vou tomar uma xícara de café.,Neutralidade
555,Eu não tenho opinião formada sobre esse assunto.,Neutralidade
556,O tempo está nublado hoje.,Neutralidade
557,Eu estou indo para a academia depois do trabalho.,Neutralidade
558,Eu tenho uma reunião marcada para daqui a pouco.,Neutralidade
559,Eu acabei de comprar um novo livro para ler.,Neutralidade
560,Eu não estou com fome agora.,Neutralidade
561,Eu acho que vou jantar fora hoje à noite.,Neutralidade
562,Eu não estou muito animado para o feriado que está chegando.,Neutralidade
563,A minha mesa de trabalho está um pouco bagunçada.,Neutralidade
564,Eu não estou com pressa agora.,Neutralidade
565,Eu acho que vou assistir a um filme esta noite.,Neutralidade
566,Eu não tenho nada planejado para o fim de semana.,Neutralidade
567,A minha agenda para o dia está bem organizada.,Neutralidade
568,Eu não estou nem feliz nem triste agora.,Neutralidade
569,O trânsito parece estar fluindo bem hoje.,Neutralidade
570,Acho que vou experimentar uma nova receita para o jantar.,Neutralidade
571,Eu não estou muito animado para a festa de aniversário de amanhã.,Neutralidade
572,O dia está nublado hoje.,Neutralidade
573,Eu sempre gosto de experimentar novas comidas quando viajo para lugares diferentes.,Neutralidade
574,Eu gosto de ir ao cinema sozinho às vezes.,Neutralidade
575,Eu acho que a melhor forma de estudar é encontrar um método que funcione para você.,Neutralidade
576,Eu gosto de fazer caminhadas longas no final de semana.,Neutralidade
577,Eu prefiro passar minhas férias em um lugar tranquilo e relaxante.,Neutralidade
578,Eu gosto de assistir a programas de TV que me façam pensar.,Neutralidade
579,Eu tento não julgar as pessoas com base em suas aparências.,Neutralidade
580,Eu gosto de ouvir músicas de diferentes gêneros e estilos.,Neutralidade
581,Eu sempre levo um livro comigo para ler durante os intervalos do trabalho.,Neutralidade
582,Eu prefiro passar as tardes de domingo relaxando em casa.,Neutralidade
583,Eu gosto de experimentar diferentes tipos de chá e café.,Neutralidade
584,Eu acho que é importante manter uma mente aberta e estar disposto a aprender coisas novas.,Neutralidade
585,Eu prefiro ir a restaurantes que tenham um ambiente tranquilo e agradável.,Neutralidade
586,Eu sempre tento tratar as pessoas com respeito e compaixão.,Neutralidade
587,Eu acho que a música é uma forma poderosa de expressar emoções e sentimentos.,Neutralidade
588,Eu tento manter uma rotina de exercícios físicos regularmente.,Neutralidade
589,Eu gosto de assistir a jogos de esportes ao vivo.,Neutralidade
590,Eu acho que é importante ouvir diferentes perspectivas e opiniões sobre assuntos importantes.,Neutralidade
591,Eu prefiro trabalhar em um ambiente silencioso e tranquilo.,Neutralidade
592,Eu acredito que é importante ser honesto consigo mesmo e com os outros.,Neutralidade
593,Eu gosto de cozinhar e experimentar novas receitas.,Neutralidade
594,Eu prefiro ler livros de ficção científica e fantasia.,Neutralidade
595,Eu tento encontrar um equilíbrio entre o trabalho e o lazer.,Neutralidade
596,Eu acho que é importante ter um senso de humor saudável.,Neutralidade
597,Eu gosto de planejar minhas tarefas e atividades com antecedência.,Neutralidade
598,Eu tento ser objetivo e imparcial ao avaliar situações e eventos.,Neutralidade
599,vou me matricular em uma universidade,Neutralidade
600,O clima está agradável hoje.,Neutralidade
601,"O novo filme do diretor é bom, mas não é excepcional.",Neutralidade
602,Gosto de ouvir música enquanto trabalho.,Neutralidade
603,Hoje vou jantar em um restaurante diferente.,Neutralidade
604,Acho que vou de férias para a praia este ano.,Neutralidade
605,"Eu prefiro chá a café, mas os dois são bons.",Neutralidade
606,A estrada para o trabalho é sempre movimentada neste horário.,Neutralidade
607,Gosto de ler antes de dormir.,Neutralidade
608,Acho que é importante praticar exercícios físicos regularmente.,Neutralidade
609,O computador que uso para trabalhar é rápido e eficiente.,Neutralidade
610,As árvores estão começando a florescer nesta época do ano.,Neutralidade
611,Sempre tomo café da manhã antes de sair de casa.,Neutralidade
612,É bom ter um hobby para relaxar depois do trabalho.,Neutralidade
613,A cidade é grande e tem muitos lugares interessantes para visitar.,Neutralidade
614,Gosto de cozinhar para minha família nos finais de semana.,Neutralidade
615,Preciso fazer algumas compras no supermercado hoje.,Neutralidade
616,Acho que vou pintar minha casa de outra cor.,Neutralidade
617,"A chuva está forte lá fora, melhor levar um guarda-chuva.",Neutralidade
618,É importante ter uma boa noite de sono para se sentir bem no dia seguinte.,Neutralidade
619,Preciso atualizar meu currículo para procurar um novo emprego.,Neutralidade
620,Acho que vou convidar alguns amigos para jantar em casa.,Neutralidade
621,"O livro que estou lendo é interessante, mas um pouco cansativo.",Neutralidade
622,Acho que vou caminhar um pouco no parque para relaxar.,Neutralidade
623,Gosto de assistir séries de TV nas minhas horas vagas.,Neutralidade
624,Hoje estou com vontade de comer algo diferente no almoço.,Neutralidade
625,"Preciso de um novo celular, o meu já está ultrapassado.",Neutralidade
626,Acho que vou experimentar uma nova receita de sobremesa.,Neutralidade
627,"O trânsito está normal hoje, sem muitos engarrafamentos.",Neutralidade
628,Estou planejando uma viagem para o exterior no próximo ano.,Neutralidade
629,hoje ao sair avistei um carro amarelho,Neutralidade
630,acho que é melhor fazer dessa forma para não ter erro,Neutralidade
631,sabendo disso agora sei o que fazer,Neutralidade
632,quando fui a praia vi a area branca,Neutralidade
633,A temperatura está agradável hoje.,Neutralidade
634,O café da manhã está pronto.,Neutralidade
635,Estou aguardando a resposta do e-mail.,Neutralidade
636,A planta está precisando de água.,Neutralidade
637,"O dia está nublado, mas sem chuva.",Neutralidade
638,A aula começa em 10 minutos.,Neutralidade
639,O trânsito está fluindo normalmente.,Neutralidade
640,Estou lendo um livro interessante.,Neutralidade
641,A reunião foi marcada para as 14h.,Neutralidade
642,Preciso comprar leite e pão no supermercado.,Neutralidade
643,A roupa está precisando ser lavada.,Neutralidade
644,A janela está aberta e entra um pouco de vento.,Neutralidade
645,A praia está vazia hoje.,Neutralidade
646,O trabalho precisa ser entregue até amanhã.,Neutralidade
647,A música que estou ouvindo é bem calma.,Neutralidade
648,O programa de TV está na pausa comercial.,Neutralidade
649,A cadeira está um pouco desconfortável.,Neutralidade
650,"A comida no restaurante é boa, mas o preço é um pouco alto.",Neutralidade
651,Estou assistindo um documentário interessante na TV.,Neutralidade
652,O celular precisa ser carregado.,Neutralidade
653,O elevador está chegando no meu andar.,Neutralidade
654,A caneta que estou usando está começando a falhar.,Neutralidade
655,A biblioteca fica aberta até as 18h.,Neutralidade
656,A água da torneira está saindo limpa.,Neutralidade
657,A planilha do Excel está com muitos dados.,Neutralidade
658,O computador precisa ser atualizado.,Neutralidade
659,A paisagem da janela é bonita.,Neutralidade
660,A temperatura da água está morna.,Neutralidade
661,Estou com um pouco de fome.,Neutralidade
662,A rua está um pouco movimentada.,Neutralidade
663,A agenda está cheia de compromissos hoje.,Neutralidade
664,O relógio está adiantado.,Neutralidade
665,Estou pensando em sair para caminhar um pouco.,Neutralidade
666,minha planta esta crescendo a cada dia,Neutralidade
667,olhei a rua e o asfalto é novo,Neutralidade
668,tenho um compromisso hoje naquele lugar que fui anteriormente,Neutralidade
669,possivelmente choverá hoje,Neutralidade
670,"ambiguidade é algo que tenha dois significados para a mesma coisa, quase como se fosse redundante",Neutralidade
671,A temperatura está agradável hoje.,Neutralidade
672,O trânsito está fluindo normalmente.,Neutralidade
673,A reunião de hoje foi produtiva.,Neutralidade
674,As notícias de hoje são bastante variadas.,Neutralidade
675,Os preços no supermercado estão estáveis.,Neutralidade
676,A paisagem do local é bastante bonita.,Neutralidade
677,O programa de TV está passando sem muitas interrupções.,Neutralidade
678,A música ambiente no restaurante está agradável.,Neutralidade
679,A decoração da sala é bastante neutra.,Neutralidade
680,A qualidade do produto é bastante satisfatória.,Neutralidade
681,O parque está vazio neste momento.,Neutralidade
682,O clima está ameno nesta época do ano.,Neutralidade
683,A apresentação do palestrante foi bem organizada.,Neutralidade
684,O sabor da comida é bastante equilibrado.,Neutralidade
685,A qualidade do atendimento no hotel é razoável.,Neutralidade
686,As roupas da loja são bastante comuns.,Neutralidade
687,O ambiente da festa está agradável.,Neutralidade
688,O preço do produto está dentro da média do mercado.,Neutralidade
689,O conteúdo da aula é bastante objetivo.,Neutralidade
690,O voo está previsto para chegar no horário.,Neutralidade
691,O tamanho da porção é adequado.,Neutralidade
692,A qualidade do serviço é bastante regular.,Neutralidade
693,O design do produto é bastante simples.,Neutralidade
694,A temperatura do café está boa.,Neutralidade
695,A loja está aberta no horário previsto.,Neutralidade
696,A apresentação do relatório foi clara e objetiva.,Neutralidade
697,O desempenho do atleta foi satisfatório.,Neutralidade
698,O acabamento do produto é bastante comum.,Neutralidade
699,O clima está um pouco abafado hoje.,Neutralidade
700,O serviço de entrega foi dentro do prazo estipulado.,Neutralidade
701,A textura do tecido é bastante comum.,Neutralidade
702,O cardápio do restaurante é bastante variado.,Neutralidade
703,O processo de seleção foi bem conduzido.,Neutralidade
704,O atendimento no call center é razoável.,Neutralidade
705,O tempo de espera na fila é bastante curto.,Neutralidade
706,A forma do objeto é bastante simples.,Neutralidade
707,A aparência do prato é bastante comum.,Neutralidade
708,"o amor é assim, é a paz de Deus que nunca acaba",Neutralidade
709,livre pra poder sorrir e livre para poder voar,Neutralidade
710,nossas vidas e nossos sonhos tem o mesmo valor,Neutralidade
711,eu vou com você aonde você for,Neutralidade
712,eu descobri que é azul a cor da parede da casa de Deus,Neutralidade
713,não há mais ninguem como você e eu,Neutralidade
714,esperando o onibus da escola,Neutralidade
715,O céu está nublado hoje.,Neutralidade
716,Ainda não decidi o que vou fazer no final de semana.,Neutralidade
717,O relógio está marcando exatamente 13:00.,Neutralidade
718,O livro que estou lendo tem 300 páginas.,Neutralidade
719,Eu gosto de comer pizza de margherita.,Neutralidade
720,Foi bom ter te encontrado na rua hoje.,Neutralidade
721,Eu acordei às 7h da manhã hoje.,Neutralidade
722,"Acho que vou usar uma roupa mais leve hoje, pois o dia está quente.",Neutralidade
723,"O filme que eu vi ontem à noite foi mediano, nem tão bom, nem tão ruim.",Neutralidade
724,Hoje vou trabalhar das 9h às 18h.,Neutralidade
725,Eu preciso ir ao supermercado comprar algumas coisas.,Neutralidade
726,"Estou pensando em fazer uma viagem no final do ano, mas ainda não decidi para onde.",Neutralidade
727,Acho que vou pedir uma pizza para o jantar hoje à noite.,Neutralidade
728,Eu gosto de ouvir música clássica de vez em quando.,Neutralidade
729,Acho que vou sair para caminhar um pouco no parque.,Neutralidade
730,"O trânsito está tranquilo hoje, não encontrei nenhuma dificuldade para chegar até aqui.",Neutralidade
731,Acho que vou comprar um presente para meu amigo que está fazendo aniversário.,Neutralidade
732,Eu gosto de acordar cedo e aproveitar a manhã.,Neutralidade
733,"Não tenho preferência por um tipo de música em especial, escuto de tudo um pouco.",Neutralidade
734,"Hoje estou com um pouco de preguiça de ir à academia, mas acho que vou acabar indo mesmo assim.",Neutralidade
735,Estou lendo um livro interessante no momento.,Neutralidade
736,Eu gosto de tomar café da manhã com calma antes de começar o dia.,Neutralidade
737,Acho que vou fazer uma pausa agora e tomar um café.,Neutralidade
738,"Está fazendo um tempo agradável hoje, nem muito quente nem muito frio.",Neutralidade
739,Eu gosto de assistir a filmes de comédia para relaxar.,Neutralidade
740,Acho que vou trabalhar em casa hoje para variar um pouco.,Neutralidade
741,Não tenho nada planejado para,Neutralidade
742,rezando baixo pelos cantos,Neutralidade
743,quem sabe o principe virou um chato,Neutralidade
744,a vida é um sonho e eu só peço a deus um pouco de malandragem,Neutralidade
745,sou criança e não conheço a verdade,Neutralidade
746,sou poeta e não aprendi a amar,Neutralidade
747,bobeira é não viver a realidade e eu ainda tenho uma tarde inteira,Neutralidade
748,eu ando nas ruas e troco o cheque mudando uma planta de lugar,Neutralidade
749,dirijo meu carro e tomo meu pileque,Neutralidade
750,ainda tenho tempo pra cantar so pedindo um pouco de malandragem,Neutralidade
751,Felicidade é o que me veste hoje. #psootd #gratidao #amordaminhavida #englishteacher #trabalho em Aracaju,Felicidade
752,Aquele felicidade de acordar e ir trabalhar ,Felicidade
753,Saber encontrar alegria na alegria dos outros é o segredo da felicidade individual,Felicidade
754,Eu finalmente consegui o emprego dos meus sonhos!,Felicidade
755,A sensação de sol na minha pele é incrível!,Felicidade
756,Estou tão feliz em ver você depois de tanto tempo!,Felicidade
757,Estou tão animado para começar minhas férias!,Felicidade
758,Acabei de receber a notícia de que fui aceito na minha universidade dos sonhos!,Felicidade
759,As cores do pôr do sol são simplesmente maravilhosas!,Felicidade
760,Finalmente posso comemorar meu aniversário com meus amigos e familiares novamente!,Felicidade
761,Acabei de receber uma promoção no trabalho que eu tanto queria!,Felicidade
762,Estou tão grato por ter uma vida feliz e saudável!,Felicidade
763,Acabei de receber uma carta de aceitação da faculdade!,Felicidade
764,Finalmente consegui me livrar desse projeto estressante!,Felicidade
765,A música que acabei de ouvir me fez sentir tão bem!,Felicidade
766,As flores na primavera são tão bonitas!,Felicidade
767,Estou tão animado para viajar para um lugar novo no próximo mês!,Felicidade
768,"Hoje foi um dia tão produtivo, me sinto realizado!",Felicidade
769,Estou tão feliz por ter amigos e familiares incríveis!,Felicidade
770,Acabei de descobrir que ganhei um prêmio na loteria!,Felicidade
771,Acho que encontrei o amor da minha vida!,Felicidade
772,Finalmente posso dizer que estou onde quero estar na vida!,Felicidade
773,Apenas fizemos uma viagem incrível para um lugar paradisíaco!,Felicidade
774,Terminei um livro incrível e agora me sinto inspirado!,Felicidade
775,Estou tão grato por ter uma família carinhosa e um lar acolhedor!,Felicidade
776,Acordei sentindo uma energia tão boa hoje!,Felicidade
777,A música é capaz de me fazer feliz em qualquer situação!,Felicidade
778,Consegui completar um desafio difícil e me sinto incrível!,Felicidade
779,Estou tão empolgado para aprender uma nova habilidade!,Felicidade
780,Recebi uma notícia incrível hoje que me deixou tão feliz!,Felicidade
781,As crianças sempre me fazem sentir tão feliz e animado!,Felicidade
782,Acabei de ver um belo pôr do sol e me sinto tão grato!,Felicidade
783,Finalmente consegui comprar aquilo que queria há tanto tempo!,Felicidade
784,Estou tão feliz por ter pessoas incríveis em minha vida!,Felicidade
785,Acabei de receber uma surpresa incrível de alguém especial!,Felicidade
786,Estou tão feliz por poder ter um tempo para mim mesmo hoje!,Felicidade
787,Apenas tive uma ótima reunião com minha equipe e estou animado para o futuro!,Felicidade
788,Meu time favorito acabou de ganhar um jogo importante!,Felicidade
789,Estou tão grato por ter boa saúde e energia!,Felicidade
790,A vida é bela e estou aproveitando cada momento dela!,Felicidade
791,Estou tão feliz por ter uma carreira que amo!,Felicidade
792,Acabei de ter uma conversa inspiradora com um amigo!,Felicidade
793,"Hoje foi um dia tão especial, estou transbordando de felicidade!",Felicidade
794,Acabei de receber um abraço reconfortante de alguém que amo!,Felicidade
795,Estou tão animado para tentar algo novo e desafiador!,Felicidade
796,Estou tão feliz por ter um círculo íntimo de amigos confiáveis!,Felicidade
797,Hoje é um daqueles dias em que tudo está dando certo!,Felicidade
798,A gratidão é a chave para a felicidade e estou grato por tanto!,Felicidade
799,Estou tão feliz por ter uma casa quente e segura para chamar de lar!,Felicidade
800,A simplicidade da vida é algo que me faz feliz todos os dias!,Felicidade
801,Acabei de fazer algo incrível que nunca pensei ser possível!,Felicidade
802,Estou tão animado para ver um amigo que não vejo há muito tempo!,Felicidade
803,Hoje é um daqueles dias em que tudo parece possível!,Felicidade
804,Estou tão feliz por ter a oportunidade de ajudar alguém hoje!,Felicidade
805,Acabei de ver um filme incrível que me deixou tão inspirado!,Felicidade
806,A vida é cheia de aventuras emocionantes e estou pronto para elas!,Felicidade
807,Estou tão feliz por ter tempo livre para fazer o que amo hoje!,Felicidade
